"id","label","type","__class__","citation","key","heading","body","subsections","references","glossary_terms","normative_statements","text","modality","term","definition","standard_id_or_title","metadata","sections","glossary"
"NormativeStatement_b2530d21c25c98d0","NormativeStatement","entity","NormativeStatement","","","","","","","","","It should contain the following subsections:","should","","","","","",""
"Section_8f18b20a1f37cd4f","Section","entity","Section","","Introduction (Section 1 of the SRS)","Introduction (Section 1 of the SRS)","The introduction of the SRS should provide an overview of the entire SRS. It should contain the following subsections:","[]","[]","[]","","","","","","","","",""
"NormativeStatement_f32b88d40f36385d","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should Delineate the purpose of the SRS; Specify the intended audience for the SRS.","should","","","","","",""
"Section_6751f51c8e1f93d7","Section","entity","Section","","Purpose (1.1 of the SRS)","Purpose (1.1 of the SRS)","This subsection should 1. Delineate the purpose of the SRS; 2. Specify the intended audience for the SRS.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_6bf4447a75acc157","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should Identify the software product(s) to be produced by name (e.g., Host DBMS, Report Generator, etc.); Explain what the software product(s) will, and, if necessary, will not do; Describe the application of the software being specified, including relevant benefits, objectives, and goals; Be consistent with similar statements in higher-level specifications (e.g., the system requirements specification), if they exist.","should","","","","","",""
"Section_e75f710e36c1826f","Section","entity","Section","","Scope (1.2 of the SRS)","Scope (1.2 of the SRS)","This subsection should 1. Identify the software product(s) to be produced by name (e.g., Host DBMS, Report Generator, etc.); 2. Explain what the software product(s) will, and, if necessary, will not do; 3. Describe the application of the software being specified, including relevant benefits, objectives, and goals; 4. Be consistent with similar statements in higher-level specifications (e.g., the system requirements specification), if they exist.","[]","[]","[]","","","","","","","","",""
"Section_6aea2906fda6d6b9","Section","entity","Section","","Deinitions, acronyms, and abbreviations (1.3 of the SRS)","Deinitions, acronyms, and abbreviations (1.3 of the SRS)","This subsection should provide the definitions of all terms, acronyms, and abbreviations required to properly interpret the SRS. This information may be provided by reference to one or more appendixes in the SRS or by reference to other documents.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_40f119ef18da61e7","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should Provide a complete list of all documents referenced elsewhere in the SRS; Identify each document by title, report number (if applicable), date, and publishing organization; Specify the sources from which the references can be obtained.","should","","","","","",""
"Section_3c5a8a4f35a2c6d1","Section","entity","Section","","References (1.4 of the SRS)","References (1.4 of the SRS)","This subsection should 1. Provide a complete list of all documents referenced elsewhere in the SRS; 2. Identify each document by title, report number (if applicable), date, and publishing organization; 3. Specify the sources from which the references can be obtained. This information may be provided by reference to an appendix or to another document.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_d54719607001acd6","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should Describe what the rest of the SRS contains; Explain how the SRS is organized.","should","","","","","",""
"Section_ee01fa2c3cc317c1","Section","entity","Section","","Overview (1.5 of the SRS)","Overview (1.5 of the SRS)","This subsection should 1. Describe what the rest of the SRS contains; 2. Explain how the SRS is organized.","[]","[]","[]","","","","","","","","",""
"Section_9a00d251102b84ba","Section","entity","Section","","Overall description (Section 2 of the SRS)","Overall description (Section 2 of the SRS)","This section of the SRS should describe the general factors that affect the product and its requirements. This section does not state specific requirements. Instead, it provides a background for those requirements, which are defined in detail in Section 3 of the SRS, and makes them easier to understand. This section usually consists of six subsections, as follows:","[]","[]","[]","","","","","","","","",""
"NormativeStatement_9f67e0815fc6c38f","NormativeStatement","entity","NormativeStatement","","","","","","","","","If the SRS defines a product that is a component of a larger system, as frequently occurs, then this subsection should relate the requirements of that larger system to functionality of the software and should identify interfaces between that system and the software.","should","","","","","",""
"Section_b7df50023a59ed81","Section","entity","Section","","Product perspective (2.1 of the SRS)","Product perspective (2.1 of the SRS)","This subsection of the SRS should put the product into perspective with other related products. If the product is independent and totally self-contained, it should be so stated here. If the SRS defines a product that is a component of a larger system, as frequently occurs, then this subsection should relate the requirements of that larger system to functionality of the software and should identify interfaces between that system and the software. A block diagram showing the major components of the larger system, interconnections, and external inter-faces can be helpful. This subsection should also describe how the software operates inside various constraints. For example, these constraints could include","[]","[]","[]","","","","","","","","",""
"Section_8e13bc26da0c2319","Section","entity","Section","","System interfaces","System interfaces","This should list each system interface and identify the functionality of the software to accomplish the system requirement and the interface description to match the system.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_e99e6c3281845ac7","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the following: The logical characteristics oj each interjace between the sojtware product and its users. This includes those configuration characteristics (e.g., required screen formats, page or window layouts, content of any reports or menus, or availability of programmable function keys) necessary to accom-plish the software requirements. All the aspects oj optimizing the interjace with the person who must use the system.","should","","","","","",""
"Section_553ef41540d821b8","Section","entity","Section","","User interfaces","User interfaces","This should specify the following: 1. The logical characteristics oj each interjace between the sojtware product and its users. This includes those configuration characteristics (e.g., required screen formats, page or window layouts, content of any reports or menus, or availability of programmable function keys) necessary to accom-plish the software requirements. 2. All the aspects oj optimizing the interjace with the person who must use the system. This may simply comprise a list of do's and don'ts on how the system will appear to the user. One example may be a requirement for the option of long or short error messages. Like all others, these requirements should be verifiable, e.g., ""a clerk typist grade 4 can do function X in Z min after 1 h of training"" rather than ""a typist can do function X."" (This may also be specified in the Software System Attributes under a section titled Ease of Use.)","[]","[]","[]","","","","","","","","",""
"Section_834467e8590d2384","Section","entity","Section","","Hardware interfaces","Hardware interfaces","This should specify the logical characteristics of each interface between the software product and the hard-ware components of the system. This includes configuration characteristics (number of ports, instruction sets, etc.). It also covers such matters as what devices are to be supported, how they are to be supported, and protocols. For example, terminal support may specify full-screen support as opposed to line-by-line support.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_a594cf5fcc65ecb3","NormativeStatement","entity","NormativeStatement","","","","","","","","","For each required software product, the following should be provided: Name; Mnemonic; Specification number; Version number; Source.","should","","","","","",""
"NormativeStatement_89c42de3b7193013","NormativeStatement","entity","NormativeStatement","","","","","","","","","For each interface, the following should be provided: Discussion of the purpose of the interfacing software as related to this software product. Definition of the interface in terms of message content and format.","should","","","","","",""
"Section_52c0a68851fdaeab","Section","entity","Section","","Software interfaces","Software interfaces","This should specify the use of other required software products (e.g., a data management system, an operat-ing system, or a mathematical package), and interfaces with other application systems (e.g., the linkage between an accounts receivable system and a general ledger system). For each required software product, the following should be provided: - Name; - Mnemonic; - Specification number; - Version number; - Source. For each interface, the following should be provided: - Discussion of the purpose of the interfacing software as related to this software product. - Definition of the interface in terms of message content and format. It is not necessary to detail any well-documented interface, but a reference to the document defining the interface is required.","[]","[]","[]","","","","","","","","",""
"Section_017d32738e1493ca","Section","entity","Section","","Communications interfaces","Communications interfaces","This should specify the various interfaces to communications such as local network protocols, etc.","[]","[]","[]","","","","","","","","",""
"Section_b2fce59ac388aec3","Section","entity","Section","","Memory constraints","Memory constraints","This should specify any applicable characteristics and limits on primary and secondary memory.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_acec8db599e6e419","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should specify the normal and special operations required by the user such as The various modes of operations in the user organization (e.g., user-initiated operations); Periods of interactive operations and periods of unattended operations; Data processing support functions; Backup and recovery operations.","should","","","","","",""
"Section_b06b2c09add8ef06","Section","entity","Section","","Operations","Operations","This should specify the normal and special operations required by the user such as 1. The various modes of operations in the user organization (e.g., user-initiated operations); 2. Periods of interactive operations and periods of unattended operations; 3. Data processing support functions; 4. Backup and recovery operations. NOTE-This is sometimes specified as part of the User Interfaces section.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_5263165126620d67","NormativeStatement","entity","NormativeStatement","","","","","","","","","This should Define the requirements for any data or initialization sequences that are specific to a given site, mission, or operational mode (e.g., grid values, safety limits, etc.);","should","","","","","",""
"NormativeStatement_93a7302f6a019e9b","NormativeStatement","entity","NormativeStatement","","","","","","","","","Specify the site or mission-related features that should be modified to adapt the software to a partic-ular installation.","should","","","","","",""
"Section_a0131971c62f63ed","Section","entity","Section","","Site adaptation requirements","Site adaptation requirements","This should 1. Define the requirements for any data or initialization sequences that are specific to a given site, mission, or operational mode (e.g., grid values, safety limits, etc.); 2. Specify the site or mission-related features that should be modified to adapt the software to a partic-ular installation.","[]","[]","[]","","","","","","","","",""
"Section_334f4ea61401f9a0","Section","entity","Section","","Product functions (2.2 of the SRS)","Product functions (2.2 of the SRS)","This subsection of the SRS should provide a summary of the major functions that the software will perform. For example, an SRS for an accounting program may use this part to address customer account maintenance, customer statement, and invoice preparation without mentioning the vast amount of detail that each of those functions requires. Sometimes the function summary that is necessary for this part can be taken directly from the section of the higher-level specification (if one exists) that allocates particular functions to the software product. Note that for the sake of clarity 1. The functions should be organized in a way that makes the list of functions understandable to the customer or to anyone else reading the document for the first time. 2. Textual or graphical methods can be used to show the different functions and their relationships. Such a diagram is not intended to show a design of a product, but simply shows the logical relation-ships among variables.","[]","[]","[]","","","","","","","","",""
"Section_dd5f52e54f3e78ec","Section","entity","Section","","User characteristics (2.3 of the SRS)","User characteristics (2.3 of the SRS)","This subsection of the SRS should describe those general characteristics of the intended users of the product including educational level, experience, and technical expertise. It should not be used to state specific requirements, but rather should provide the reasons why certain specific requirements are later specified in Section 3 of the SRS.","[]","[]","[]","","","","","","","","",""
"Section_ffb4787876496589","Section","entity","Section","","Constraints (2.4 of the SRS)","Constraints (2.4 of the SRS)","This subsection of the SRS should provide a general description of any other items that will limit the devel-oper's options. These include 1. Regulatory policies; 2. Hardware limitations (e.g., signal timing requirements); 3. Interfaces to other applications; 4. Parallel operation; 5. Audit functions; 6. Control functions; 7. Higher-order language requirements; 8. Signal handshake protocols (e.g., XON-XOFF, ACK-NACK); 9. Reliability requirements; 10. Criticality of the application; 11. Safety and security considerations.","[]","[]","[]","","","","","","","","",""
"Section_c682882b06eab9ca","Section","entity","Section","","Assumptions and dependencies (2.5 of the SRS)","Assumptions and dependencies (2.5 of the SRS)","This subsection of the SRS should list each of the factors that affect the requirements stated in the SRS. These factors are not design constraints on the software but are, rather, any changes to them that can affect the requirements in the SRS. For example, an assumption may be that a specific operating system will be available on the hardware designated for the software product. If, in fact, the operating system is not avail-able, the SRS would then have to change accordingly.","[]","[]","[]","","","","","","","","",""
"Section_91a8de3b6de02a35","Section","entity","Section","","Apportioning of requirements (2.6 of the SRS)","Apportioning of requirements (2.6 of the SRS)","This subsection of the SRS should identify requirements that may be delayed until future versions of the system.","[]","[]","[]","","","","","","","","",""
"Section_18df2a6b7ebd7f07","Section","entity","Section","","Specific requirements (Section 3 of the SRS)","Specific requirements (Section 3 of the SRS)","This section of the SRS should contain all of the software requirements to a level of detail sufficient to enable designers to design a system to satisfy those requirements, and testers to test that the system satisfies those requirements. Throughout this section, every stated requirement should be externally perceivable by users, operators, or other external systems. These requirements should include at a minimum a description of every input (stimulus) into the system, every output (response) from the system, and all functions performed by the system in response to an input or in support of an output. As this is often the largest and most impor-tant part of the SRS, the following principles apply: 1. Specific requirements should be stated in conformance with all the characteristics described in 4.3. 2. Specific requirements should be cross-referenced to earlier documents that relate. 3. All requirements should be uniquely identifiable. 4. Careful attention should be given to organizing the requirements to maximize readability. Before examining specific ways of organizing the requirements it is helpful to understand the various items that comprise requirements as described in 5.3.1 through 5.3.7.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_853c8983c900eea4","NormativeStatement","entity","NormativeStatement","","","","","","","","","It should include both content and format as follows: Name of item; Description of purpose; Source of input or destination of output; Valid range, accuracy, and/or tolerance; Units of measure; Timing; Relationships to other inputs/outputs; Screen formats/organization; Window formats/organization; Data formats; Command formats; End messages.","should","","","","","",""
"Section_913da50d6eb5922f","Section","entity","Section","","External interfaces","External interfaces","This should be a detailed description of all inputs into and outputs from the software system. It should complement the interface descriptions in 5.2 and should not repeat information there. It should include both content and format as follows: 1. Name of item; 2. Description of purpose; 3. Source of input or destination of output; 4. Valid range, accuracy, and/or tolerance; 5. Units of measure; 6. Timing; 7. Relationships to other inputs/outputs; 8. Screen formats/organization; 9. Window formats/organization; 10. Data formats; 11. Command formats; 12. End messages.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_ea2bf90aec55c5ae","NormativeStatement","entity","NormativeStatement","","","","","","","","","These are generally listed as ""shall"" statements starting with ""The system shall.""","shall","","","","","",""
"NormativeStatement_e701ae5372b79b7d","NormativeStatement","entity","NormativeStatement","","","","","","","","","It may be appropriate to partition the functional requirements into subfunctions or subprocesses.","may","","","","","",""
"Section_19b666cc527e40b2","Section","entity","Section","","Functions","Functions","Functional requirements should define the fundamental actions that must take place in the software in accepting and processing the inputs and in processing and generating the outputs. These are generally listed as ""shall"" statements starting with ""The system shall."" These include 1. Validity checks on the inputs 2. Exact sequence of operations 3. Responses to abnormal situations, including 1. Overflow 2. Communication facilities 3. Error handling and recovery 4. Effect of parameters 5. Relationship of outputs to inputs, including 1. Input/output sequences 2. Formulas for input to output conversion It may be appropriate to partition the functional requirements into subfunctions or subprocesses. This does not imply that the software design will also be partitioned that way.","[]","[]","[]","","","","","","","","",""
"Section_5765d4df89869d69","Section","entity","Section","","Performance requirements","Performance requirements","This subsection should specify both the static and the dynamic numerical requirements placed on the soft-ware or on human interaction with the software as a whole. Static numerical requirements may include the following: 1. The number of terminals to be supported; 2. The number of simultaneous users to be supported; 3. Amount and type of information to be handled. Static numerical requirements are sometimes identified under a separate section entitled Capacity. Dynamic numerical requirements may include, for example, the numbers of transactions and tasks and the amount of data to be processed within certain time periods for both normal and peak workload conditions. All of these requirements should be stated in measurable terms. For example, 95% oj the transactions shall be processed in less than J s. rather than, An operator shall not have to wait jor the transaction to complete. NOTE-Numerical limits applied to one specific function are normally specified as part of the processing subparagraph description of that function.","[]","[]","[]","","","","","","","","",""
"Section_62ee617868f0f002","Section","entity","Section","","Logical database requirements","Logical database requirements","This should specify the logical requirements for any information that is to be placed into a database. This may include the following: 1. Types of information used by various functions; 2. Frequency of use; 3. Accessing capabilities; 4. Data entities and their relationships; 5. Integrity constraints; 6. Data retention requirements.","[]","[]","[]","","","","","","","","",""
"Section_0a5c4f7c435fcfb2","Section","entity","Section","","Design constraints","Design constraints","This should specify design constraints that can be imposed by other standards, hardware limitations, etc.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_af4af35bd6c0009e","NormativeStatement","entity","NormativeStatement","","","","","","","","","This subsection should specify the requirements derived from existing standards or regulations.","should","","","","","",""
"NormativeStatement_b93f662952929aa2","NormativeStatement","entity","NormativeStatement","","","","","","","","","An audit trace requirement may, for example, state that all changes to a payroll database must be recorded in a trace file with before and after values.","must","","","","","",""
"Section_cee3a9f96facd46b","Section","entity","Section","","Standards compliance","Standards compliance","This subsection should specify the requirements derived from existing standards or regulations. They may include the following: 1. Report format; 2. Data naming; 3. Accounting procedures; 4. Audit tracing. For example, this could specify the requirement for software to trace processing activity. Such traces are needed for some applications to meet minimum regulatory or financial standards. An audit trace requirement may, for example, state that all changes to a payroll database must be recorded in a trace file with before and after values.","[]","[]","[]","","","","","","","","",""
"Section_e5b727e4a80f5c52","Section","entity","Section","","Software system attributes","Software system attributes","There are a number of attributes of software that can serve as requirements. It is important that required attributes be specified so that their achievement can be objectively verified. Subclauses 5.3.6.1 through 5.3.6.5 provide a partial list of examples.","[]","[]","[]","[]","","","","","","","",""
"Section_230c14fc99035d53","Section","entity","Section","","Reliability","Reliability","This should specify the factors required to establish the required reliability of the software system at time of delivery.","[]","[]","[]","","","","","","","","",""
"Section_1bd768ab705a37e2","Section","entity","Section","","Availability","Availability","This should specify the factors required to guarantee a defined availability level for the entire system such as checkpoint, recovery, and restart.","[]","[]","[]","","","","","","","","",""
"Section_006cfd2d29d49b3b","Section","entity","Section","","Security","Security","This should specify the factors that protect the software from accidental or malicious access, use, modifica-tion, destruction, or disclosure. Specific requirements in this area could include the need to 1. Utilize certain cryptographical techniques; 2. Keep specific log or history data sets; 3. Assign certain functions to different modules; 4. Restrict communications between some areas of the program; 5. Check data integrity for critical variables.","[]","[]","[]","","","","","","","","",""
"Section_f365d8edbfdbac9b","Section","entity","Section","","Maintainability","Maintainability","This should specify attributes of software that relate to the ease of maintenance of the software itself. There may be some requirement for certain modularity, interfaces, complexity, etc. Requirements should not be placed here just because they are thought to be good design practices.","[]","[]","[]","","","","","","","","",""
"Section_eeb970b7be0549ab","Section","entity","Section","","Portability","Portability","This should specify attributes of software that relate to the ease of porting the software to other host machines and/or operating systems. This may include the following: 1. Percentage of components with host-dependent code; 2. Percentage of code that is host dependent; 3. Use of a proven portable language; 4. Use of a particular compiler or language subset; 5. Use of a particular operating system.","[]","[]","[]","","","","","","","","",""
"Section_cb96426546d855af","Section","entity","Section","","Organizing the speciic requirements","Organizing the speciic requirements","For anything but trivial systems the detailed requirements tend to be extensive. For this reason, it is recom-mended that careful consideration be given to organizing these in a manner optimal for understanding. There is no one optimal organization for all systems. Different classes of systems lend themselves to different orga-nizations of requirements in Section 3 of the SRS. Some of these organizations are described in 5.3.7.1 through 5.3.7.7.","[]","[]","[]","","","","","","","","",""
"Section_4a19f97191866007","Section","entity","Section","","System mode","System mode","Some systems behave quite differently depending on the mode of operation. For example, a control system may have different sets of functions depending on its mode: training, normal, or emergency. When organiz-ing this section by mode, the outline in A.1 or A.2 should be used. The choice depends on whether interfaces and performance are dependent on mode.","[]","[]","[]","","","","","","","","",""
"Section_779201f956b68908","Section","entity","Section","","User class","User class","Some systems provide different sets of functions to different classes of users. For example, an elevator control system presents different capabilities to passengers, maintenance workers, and fire fighters. When organizing this section by user class, the outline in A.3 should be used.","[]","[]","[]","","","","","","","","",""
"Section_942ecacfb70c295f","Section","entity","Section","","Objects","Objects","Objects are real-world entities that have a counterpart within the system. For example, in a patient monitor-ing system, objects include patients, sensors, nurses, rooms, physicians, medicines, etc. Associated with each object is a set of attributes (of that object) and functions (performed by that object). These functions are also called services, methods, or processes. When organizing this section by object, the outline in A.4 should be used. Note that sets of objects may share attributes and services. These are grouped together as classes.","[]","[]","[]","","","","","","","","",""
"Section_fb4ed5387eacb2af","Section","entity","Section","","Feature","Feature","A feature is an externally desired service by the system that may require a sequence of inputs to effect the desired result. For example, in a telephone system, features include local call, call forwarding, and confer-ence call. Each feature is generally described in a sequence of stimulus-response pairs. When organizing this section by feature, the outline in A.5 should be used.","[]","[]","[]","","","","","","","","",""
"Section_caa99e3b571a2af3","Section","entity","Section","","Stimulus","Stimulus","Some systems can be best organized by describing their functions in terms of stimuli. For example, the func-tions of an automatic aircraft landing system may be organized into sections for loss of power, wind shear, sudden change in roll, vertical velocity excessive, etc. When organizing this section by stimulus, the outline in A.6 should be used.","[]","[]","[]","","","","","","","","",""
"Section_0c73f42d1ba4c022","Section","entity","Section","","Response","Response","Some systems can be best organized by describing all the functions in support of the generation of a response. For example, the functions of a personnel system may be organized into sections corresponding to all functions associated with generating paychecks, all functions associated with generating a current list of employees, etc. The outline in A.6 (with all occurrences of stimulus replaced with response) should be used.","[]","[]","[]","","","","","","","","",""
"Section_917f2a54c3c75d60","Section","entity","Section","","Functional hierarchy","Functional hierarchy","When none of the above organizational schemes prove helpful, the overall functionality can be organized into a hierarchy of functions organized by either common inputs, common outputs, or common internal data access. Data flow diagrams and data dictionaries can be used to show the relationships between and among the functions and data. When organizing this section by functional hierarchy, the outline in A.7 should be used.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_a879edeaea34cea3","NormativeStatement","entity","NormativeStatement","","","","","","","","","Any additional requirements may be put in a separate section at the end of the SRS.","may","","","","","",""
"Section_5bcc434a6daca2aa","Section","entity","Section","","Additional comments","Additional comments","Whenever a new SRS is contemplated, more than one of the organizational techniques given in 5.3.7.7 may be appropriate. In such cases, organize the specific requirements for multiple hierarchies tailored to the specific needs of the system under specification. For example, see A.8 for an organization combining user class and feature. Any additional requirements may be put in a separate section at the end of the SRS. There are many notations, methods, and automated support tools available to aid in the documentation of requirements. For the most part, their usefulness is a function of organization. For example, when organizing by mode, finite state machines or state charts may prove helpful; when organizing by object, object-oriented analysis may prove helpful; when organizing by feature, stimulus-response sequences may prove helpful; and when organizing by functional hierarchy, data flow diagrams and data dictionaries may prove helpful. In any of the outlines given in A.1 through A.8, those sections called ""Functional Requirement i "" may be described in native language (e.g., English), in pseudocode, in a system definition language, or in four sub-sections titled: Introduction, Inputs, Processing, and Outputs.","[]","[]","[]","","","","","","","","",""
"Section_66cb36506c3026ed","Section","entity","Section","","Supporting information","Supporting information","The supporting information makes the SRS easier to use. It includes the following: 1. Table of contents; 2. Index; 3. Appendixes.","[]","[]","[]","[]","","","","","","","",""
"Section_ab132851b978cb2b","Section","entity","Section","","Table of contents and index","Table of contents and index","The table of contents and index are quite important and should follow general compositional practices.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_7bd499088701df49","NormativeStatement","entity","NormativeStatement","","","","","","","","","They may include Sample input/output formats, descriptions of cost analysis studies, or results of user surveys; Supporting or background information that can help the readers of the SRS; A description of the problems to be solved by the software; Special packaging instructions for the code and the media to meet security, export, initial loading, or other requirements.","may","","","","","",""
"Section_51a6ed7eb9fb0b32","Section","entity","Section","","Appendixes","Appendixes","The appendixes are not always considered part of the actual SRS and are not always necessary. They may include 1. Sample input/output formats, descriptions of cost analysis studies, or results of user surveys; 2. Supporting or background information that can help the readers of the SRS; 3. A description of the problems to be solved by the software; 4. Special packaging instructions for the code and the media to meet security, export, initial loading, or other requirements. When appendixes are included, the SRS should explicitly state whether or not the appendixes are to be considered part of the requirements.","[]","[]","[]","","","","","","","","",""
"Section_c94f3d70fd7d40cf","Section","entity","Section","","Template of SRS Section 3 organized by mode: Version 1","Template of SRS Section 3 organized by mode: Version 1","","[]","[]","[]","[]","","","","","","","",""
"Section_c0da3b072e19e8f5","Section","entity","Section","","Template of SRS Section 3 organized by mode: Version 2","Template of SRS Section 3 organized by mode: Version 2","","[]","[]","[]","[]","","","","","","","",""
"Section_fb40fcf3b4193944","Section","entity","Section","","Template of SRS Section 3 organized by user class","Template of SRS Section 3 organized by user class","","[]","[]","[]","[]","","","","","","","",""
"Section_73107903adb76f97","Section","entity","Section","","Template of SRS Section 3 organized by object","Template of SRS Section 3 organized by object","","[]","[]","[]","[]","","","","","","","",""
"Section_b1650d5ff90c5ce8","Section","entity","Section","","Template of SRS Section 3 organized by feature","Template of SRS Section 3 organized by feature","","[]","[]","[]","[]","","","","","","","",""
"Section_9d5ca3fbe0f040fc","Section","entity","Section","","Template of SRS Section 3 organized by stimulus","Template of SRS Section 3 organized by stimulus","","[]","[]","[]","[]","","","","","","","",""
"Section_fd560d478a5b9bd8","Section","entity","Section","","Template of SRS Section 3 organized by functional hierarchy","Template of SRS Section 3 organized by functional hierarchy","","[]","[]","[]","[]","","","","","","","",""
"Section_7b96138e99d96bef","Section","entity","Section","","Template of SRS Section 3 showing multiple organizations","Template of SRS Section 3 showing multiple organizations","","[]","[]","[]","[]","","","","","","","",""
"Section_569bd1fe125dced7","Section","entity","Section","","Scope and purpose","Scope and purpose","Both IEEE Std 830-1998 and IEEE/EIA 12207.1-1997 place requirements on a Software Requirements Description Document. The purpose of this annex is to explain the relationship between the two sets of requirements so that users producing documents intended to comply with both standards may do so.","[]","","[]","[]","","","","","","","",""
"Section_8f7d12d5439de8d4","Section","entity","Section","","Correlation","Correlation","This clause explains the relationship between IEEE Std 830-1998 and IEEE/EIA 12207.0-1996 and IEEE/ EIA 12207.1-1997 in the following areas: terminology, process, and life cycle data.","[]","","[]","[]","","","","","","","",""
"Section_8f6f9d3b4e82f9e8","Section","entity","Section","","Terminology correlation","Terminology correlation","Both this recommended practice and IEEE/EIA 12207.0-1996 have similar semantics for the key terms of software, requirements, specification, supplier, developer, and maintainer. This recommended practice uses the term ""customer"" where IEEE/EIA 12207.0-1996 uses ""acquirer,"" and this recommended practice uses ""user"" where IEEE/EIA 12207.0-1996 uses ""operator.""","[]","","[]","[]","","","","","","","",""
"Section_58e5edd69079baac","Section","entity","Section","","Process correlation","Process correlation","IEEE/EIA 12207.0-1996 uses a process-oriented approach for describing the definition of a set of require-ments for software. This recommended practice uses a product-oriented approach, where the product is a Software Requirements Description (SRD). There are natural process steps, namely the steps to create each portion of the SRD. These may be correlated with the process requirements of IEEE/EIA 12207.0-1996. The difference is that this recommended practice is focused on the development of software requirements whereas IEEE/EIA 12207.0-1996 provides an overall life cycle view and mentions Software Requirements Analysis as part of its Development Process. This recommended practice provides a greater level of detail on what is involved in the preparation of an SRD.","[]","","[]","[]","","","","","","","",""
"Section_c2408900ba2c7379","Section","entity","Section","","Life cycle data correlation","Life cycle data correlation","IEEE/EIA 12207.0-1996 takes the viewpoint that the software requirements are derived from the system requirements. Therefore, it uses the term, ""description"" rather that ""specification"" to describe the software requirements. In a system in which software is a component, each requiring its own specification, there would be a System Requirements Specification (SRS) and one or more SRDs. If the term Software Require-ments Specification had been used, there would be a confusion between an SRS referring to the system or software requirements. In the case where there is a stand-alone software system, IEEE/EIA 12207.1-1997 states ""If the software is a stand-alone system, then this document should be a specification.""","[]","","[]","","","","","","","","",""
"Section_e47389f7170fbf91","Section","entity","Section","","Content mapping","Content mapping","This clause provides details bearing on a claim that an SRS complying with this recommended practice would also achieve ""document compliance"" with the SRD described in IEEE/EIA 12207.1-1997. The requirements for document compliance are summarized in a single row of Table 1 of IEEE/EIA 12207.1-1997. That row is reproduced in Table B.1 of this recommended practice. The requirements for document compliance are discussed in the following subclauses: - B.3.1 discusses compliance with the information requirements noted in column 2 of Table B.1 as prescribed by 5.1.1.4, 5.3.4.1, and 5.3.4.2 of IEEE/EIA 12207.0-1996. - B.3.2 discusses compliance with the generic content guideline (the ""kind"" of document) noted in column 3 of Table B.1 as a ""description"". The generic content guidelines for a ""description"" appear in 5.1 of IEEE/EIA 12207.1-1997. - B.3.3 discusses compliance with the specific requirements for a Software Requirements Description noted in column 4 of Table B.1 as prescribed by 6.22 of IEEE/EIA 12207.1-1997. - B.3.4 discusses compliance with the life cycle data objectives of Annex H of IEEE/EIA 12207.0-1996 as described in 4.2 of IEEE/EIA 12207.1-1997.","[]","","[]","[]","","","","","","","",""
"Section_56c59b6238948b37","Section","entity","Section","","Compliance with information requirements of IEEE/EIA 12207.0-1996","Compliance with information requirements of IEEE/EIA 12207.0-1996","The information requirements for an SRD are those prescribed by 5.1.1.4, 5.3.4.1, and 5.3.4.2 of IEEE/EIA 12207.0-1996. The requirements are substantively identical to those considered in B.3.3 of this recom-mended practice.","[]","","[]","[]","","","","","","","",""
"Section_a737b7e75103ecfb","Section","entity","Section","","Compliance with generic content guidelines of IEEE/EIA 12207.1-1997","Compliance with generic content guidelines of IEEE/EIA 12207.1-1997","According to IEEE/EIA 12207.1-1997, the generic content guideline for an SRD is generally a description, as prescribed by 5.1 of IEEE/EIA 12207.1-1997. A complying description shall achieve the purpose stated in 5.1.1 and include the information listed in 5.1.2 of IEEE/EIA 12207.1-1997. The purpose of a description is: IEEE/EIA 12207.1-1997, subclause 5.1.1: Purpose: Describe a planned or actual function, design, performance, or process. An SRD complying with this recommended practice would achieve the stated purpose. Any description or specification complying with IEEE/EIA 12207.1-1997 shall satisfy the generic content requirements provided in 5.1.2 of that standard. Table B.2 of this recommended practice lists the generic content items and, where appropriate, references the clause of this recommended practice that requires the same information.","[]","","[]","","","","","","","","",""
